IdPersona;Genero;Edad;SectorPoblacional;estado_civil;DepartamentoPersona;MunicipioPersona;cx_persona;cy_persona;EstratoPersona
P6725;F;68;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.06384911;4.64675162;4
H6726;M;35;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05907526;4.63139542;1
W6727;M;20;Joven;SIN INFORMACION;;;;;
R6728;F;27;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09506346;4.59334196;3
F6729;M;55;Medio;SIN INFORMACION;;;;;
I6730;F;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13128802;4.56171886;2
D6731;F;29;Joven;SOLTERO;;;;;
O6732;F;36;Joven;SOLTERO;;;;;
M6733;M;68;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11788544;4.70572885;3
A6734;M;33;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.02517602;4.72546909;4
Z6735;F;19;Básico;SIN INFORMACION;;;;;
J6736;F;52;Básico;SIN INFORMACION;;;;;
K6737;F;33;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12380701;4.57301121;3
U6738;M;43;Básico;SIN INFORMACION;;;;;
M6739;F;49;Básico;UNION LIBRE;CUNDINAMARCA;COGUA;-73.98011794;5.06234634;
B6740;F;26;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15483255;4.67499772;0
A6741;F;47;Alto;CASADO;;;;;
Y6742;M;24;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11081926;4.72457307;3
C6743;M;54;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.1820616;4.63531795;1
P6744;M;31;Básico;SIN INFORMACION;;;;;
H6745;M;24;Básico;SIN INFORMACION;CUNDINAMARCA;GIRARDOT;-74.80675323;4.29225943;2
Z6746;F;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04640903;4.69937331;6
R6747;M;21;Joven;SIN INFORMACION;;;;;
L6748;F;35;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10874891;4.67968238;3
M6749;M;25;Joven;SIN INFORMACION;;;;;
X6750;F;58;Medio;CASADO;CUNDINAMARCA;MOSQUERA;-74.23264977;4.72559486;2
P6751;M;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1037926;4.71444875;3
H6752;M;23;Básico;SIN INFORMACION;;;;;
W6753;M;37;Básico;SOLTERO;;;;;
R6754;M;46;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09234876;4.60031647;3
F6755;F;22;Básico;SIN INFORMACION;;;;;
I6756;M;24;Básico;SIN INFORMACION;CUNDINAMARCA;MADRID;-74.27548315;4.73535927;2
D6757;F;57;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07990915;4.60556071;3
O6758;M;54;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11600793;4.67827836;0
M6759;F;26;Básico;SIN INFORMACION;;;;;
A6760;F;81;Básico;SIN INFORMACION;;;;;
Z6761;F;49;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0652232;4.58891425;2
J6762;M;31;Básico;SIN INFORMACION;;;;;
K6763;M;64;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09272283;4.74852994;4
U6764;F;51;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16643747;4.60314111;0
M6765;M;27;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10503421;4.70598426;3
B6766;M;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13119614;4.62233669;2
A6767;M;36;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11220245;4.72600855;3
Y6768;M;53;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.0959245;4.59804739;3
C6769;M;34;Básico;SOLTERO;;;;;
P6770;M;27;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11884493;4.53778308;2
H6771;M;37;Alto;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.04071055;4.70236999;6
Z6772;F;26;Básico;SIN INFORMACION;;;;;
R6773;M;51;Medio;SIN INFORMACION;;;;;
L6774;F;73;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1196694;4.72331562;3
M6775;M;50;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.16308243;4.63562223;2
X6776;M;54;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.10210509;4.68910422;0
P6777;M;53;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0733815;4.61718809;4
H6778;M;48;Medio;SIN INFORMACION;;;;;
W6779;F;39;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09708744;4.75322128;3
R6780;F;42;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.1232955;4.56909128;3
F6781;M;22;Joven;SIN INFORMACION;;;;;
I6782;F;24;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14870743;4.55194332;1
D6783;M;30;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10112624;4.72630377;2
O6784;F;22;Básico;SIN INFORMACION;;;;;
M6785;M;31;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0931941;4.68774084;3
A6786;M;23;Joven;SIN INFORMACION;;;;;
Z6787;F;22;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09942245;4.73160275;2
J6788;M;27;Joven;SIN INFORMACION;;;;;
K6789;M;30;Básico;SIN INFORMACION;;;;;
U6790;M;28;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.1546889;4.67291187;3
M6791;M;42;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07659323;4.61947269;4
B6792;M;20;Básico;SIN INFORMACION;;;;;
A6793;M;34;Básico;SIN INFORMACION;;;;;
Y6794;F;32;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15184707;4.68956305;3
C6795;M;49;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.10295378;4.56462001;2
P6796;F;25;Básico;SIN INFORMACION;;;;;
H6797;F;22;Básico;SIN INFORMACION;;;;;
Z6798;F;49;Medio;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05803573;4.73663676;4
R6799;M;25;Joven;SIN INFORMACION;;;;;
L6800;M;39;Básico;SIN INFORMACION;;;;;
M6801;M;33;Joven;SIN INFORMACION;;;;;
X6802;F;39;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09752462;4.59075095;3
P6803;F;31;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.18567774;4.61776009;2
H6804;F;27;Joven;SIN INFORMACION;;;;;
W6805;M;28;Básico;SIN INFORMACION;;;;;
R6806;M;40;Medio;SIN INFORMACION;;;;;
F6807;F;54;Medio;CASADO;CUNDINAMARCA;SOACHA;-74.20397431;4.58166191;3
I6808;M;29;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10810281;4.69421678;3
D6809;M;30;Medio;SIN INFORMACION;;;;;
O6810;M;56;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1425209;4.58056071;2
M6811;M;20;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08373622;4.56686403;2
A6812;F;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14859656;4.63164666;4
Z6813;M;26;Joven;SIN INFORMACION;;;;;
J6814;M;42;Básico;CASADO;;;;;
K6815;M;27;Medio;SIN INFORMACION;CUNDINAMARCA;MADRID;-74.26561393;4.73913798;3
U6816;M;38;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10263305;4.6114081;3
M6817;F;24;Básico;SIN INFORMACION;;;;;
B6818;M;76;Alto;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10860465;4.61842176;3
A6819;M;35;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19579717;4.60985285;2
Y6820;F;60;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19455397;4.60024056;2
C6821;M;48;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.20209325;4.59066059;
P6822;M;37;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11926168;4.50889033;2
H6823;F;26;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13021545;4.6484281;4
Z6824;F;20;Básico;SIN INFORMACION;;;;;
R6825;M;34;Alto;SIN INFORMACION;;;;;
L6826;M;30;Medio;SIN INFORMACION;;;;;
M6827;F;29;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08509111;4.60799606;3
X6828;M;27;Joven;SOLTERO;;;;;
P6829;F;25;Joven;SIN INFORMACION;;;;;
H6830;M;26;Básico;SIN INFORMACION;;;;;
W6831;M;23;Básico;SIN INFORMACION;;;;;
R6832;F;45;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05572383;4.66038145;6
F6833;F;28;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10313993;4.6813077;3
I6834;F;55;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.03715968;4.71848876;4
D6835;F;23;Joven;SIN INFORMACION;;;;;
O6836;M;36;Medio;SOLTERO;CUNDINAMARCA;SOACHA;-74.24364863;4.57402257;2
M6837;M;47;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12768892;4.72214736;2
A6838;M;39;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.08157898;4.60154448;
Z6839;F;56;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14844867;4.64139705;3
J6840;M;52;Básico;UNION LIBRE;;;;;
K6841;F;43;Básico;SIN INFORMACION;;;;;
U6842;F;49;Medio;UNION LIBRE;CUNDINAMARCA;MADRID;-74.2829864;4.72542779;1
M6843;M;53;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08415766;4.61362366;
B6844;M;27;Joven;SIN INFORMACION;;;;;
A6845;M;25;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15444795;4.61970734;3
Y6846;M;27;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07586288;4.59534596;3
C6847;F;45;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09769391;4.67724489;3
P6848;M;24;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1368056;4.55632036;2
H6849;F;29;Joven;SIN INFORMACION;;;;;
Z6850;M;32;Joven;SIN INFORMACION;;;;;
R6851;M;51;Básico;SIN INFORMACION;;;;;
L6852;M;31;Joven;SIN INFORMACION;CUNDINAMARCA;SOPO;-73.94110208;4.90665569;
M6853;F;53;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07995675;4.57639201;2
X6854;F;77;Básico;SIN INFORMACION;;;;;
P6855;M;23;Básico;SIN INFORMACION;;;;;
H6856;M;63;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06574485;4.74435401;4
W6857;F;51;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05815331;4.65101307;4
R6858;M;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03670272;4.74139649;4
F6859;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17132558;4.6140315;3
I6860;F;21;Básico;SIN INFORMACION;;;;;
D6861;M;24;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.17343785;4.64089107;2
O6862;F;25;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.18221691;4.60344545;2
M6863;F;40;Básico;SIN INFORMACION;;;;;
A6864;M;35;Básico;UNION LIBRE;CUNDINAMARCA;SOACHA;-74.205558;4.6018031;1
Z6865;M;25;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.22553542;4.58346684;1
J6866;F;41;Medio;SOLTERO;;;;;
K6867;F;30;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08808411;4.72728448;2
U6868;M;24;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09810622;4.75252364;3
M6869;F;36;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10764577;4.71602125;3
B6870;F;35;Básico;SIN INFORMACION;CUNDINAMARCA;LA MESA;-74.46829182;4.62776877;
A6871;M;34;Medio;SIN INFORMACION;CUNDINAMARCA;MOSQUERA;-74.23078036;4.72677671;3
Y6872;M;50;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08844111;4.70505152;1
C6873;M;37;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10366337;4.61789497;
P6874;F;51;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.20850717;4.60541876;2
H6875;F;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04884396;4.76066562;4
Z6876;F;35;Joven;SOLTERO;;;;;
R6877;F;27;Básico;SIN INFORMACION;;;;;
L6878;F;60;Alto;SIN INFORMACION;;;;;
M6879;M;24;Joven;SIN INFORMACION;;;;;
X6880;M;29;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1156136;4.72885617;3
P6881;F;43;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14413344;4.55179325;2
H6882;M;38;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.02614612;4.70592398;0
W6883;F;62;Medio;CASADO;CUNDINAMARCA;SESQUILE;-73.79784726;5.04711414;
R6884;M;60;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1242491;4.69597843;2
F6885;F;32;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14361129;4.60130919;3
I6886;M;31;Joven;SIN INFORMACION;;;;;
D6887;F;31;Joven;SIN INFORMACION;;;;;
O6888;M;41;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07567371;4.72066421;6
M6889;F;22;Básico;SIN INFORMACION;;;;;
A6890;M;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14427226;4.64507525;3
Z6891;F;54;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10841327;4.56461298;2
J6892;F;23;Joven;SIN INFORMACION;;;;;
K6893;M;21;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11849747;4.55691311;2
U6894;M;30;Joven;SIN INFORMACION;;;;;
M6895;M;25;Básico;SIN INFORMACION;;;;;
B6896;M;55;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.1472629;4.56863715;2
A6897;M;48;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07198685;4.5961946;3
Y6898;M;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.165407;4.62816938;2
C6899;F;46;Medio;SIN INFORMACION;;;;;
P6900;F;37;Básico;SOLTERO;CUNDINAMARCA;MADRID;-74.27676945;4.73787523;2
H6901;F;50;Medio;UNION LIBRE;CUNDINAMARCA;SOACHA;-74.19803055;4.58311174;1
Z6902;F;43;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14236666;4.5564462;2
R6903;M;21;Joven;SIN INFORMACION;;;;;
L6904;M;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06035264;4.74609627;3
M6905;F;41;Básico;SIN INFORMACION;CUNDINAMARCA;FUSAGASUGA;-74.3908299;4.32923601;3
X6906;M;27;Joven;SIN INFORMACION;;;;;
P6907;M;50;Medio;SIN INFORMACION;;;;;
H6908;M;35;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15659134;4.68804227;3
W6909;F;31;Básico;SIN INFORMACION;;;;;
R6910;M;46;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12302676;4.72117341;3
F6911;F;20;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13559276;4.71164104;2
I6912;M;38;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08412759;4.63187116;
D6913;M;42;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.19793066;4.63183531;2
O6914;F;30;Básico;SIN INFORMACION;;;;;
M6915;M;41;Básico;SIN INFORMACION;;;;;
A6916;M;50;Medio;SOLTERO;;;;;
Z6917;M;23;Básico;SIN INFORMACION;;;;;
J6918;M;25;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17255208;4.64904809;0
K6919;F;32;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.18026471;4.62809176;2
U6920;F;42;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14758831;4.61536246;3
M6921;M;34;Básico;SIN INFORMACION;;;;;
B6922;M;42;Básico;UNION LIBRE;;;;;
A6923;F;31;Medio;SIN INFORMACION;;;;;
Y6924;M;31;Básico;SIN INFORMACION;;;;;
C6925;M;38;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11348924;4.50108402;0
P6926;M;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09329053;4.54763319;2
H6927;F;41;Básico;SIN INFORMACION;;;;;
Z6928;M;25;Básico;SIN INFORMACION;;;;;
R6929;M;26;Básico;SIN INFORMACION;;;;;
L6930;M;61;Básico;SIN INFORMACION;;;;;
M6931;M;52;Medio;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.20407644;4.58518125;
X6932;M;24;Básico;SIN INFORMACION;;;;;
P6933;F;23;Básico;SIN INFORMACION;;;;;
H6934;M;41;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.08034522;4.5892628;2
W6935;F;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1872066;4.62515382;
R6936;M;30;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16048937;4.67125615;2
F6937;M;41;Medio;SIN INFORMACION;CUNDINAMARCA;FUSAGASUGA;-74.36537739;4.34553164;2
I6938;F;27;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14247242;4.59792999;3
D6939;M;31;Básico;SIN INFORMACION;;;;;
O6940;M;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15956767;4.59595401;3
M6941;F;46;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10380769;4.55235805;2
A6942;M;32;Básico;SIN INFORMACION;;;;;
Z6943;M;57;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08188421;4.67149479;3
J6944;M;37;Básico;SIN INFORMACION;;;;;
K6945;M;45;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12834115;4.62122466;3
U6946;M;33;Joven;SIN INFORMACION;;;;;
M6947;M;55;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08424858;4.61188351;
B6948;M;40;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07200267;4.67582124;3
A6949;M;27;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11246839;4.53778364;1
Y6950;M;43;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06087189;4.74278404;4
C6951;M;28;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.19480237;4.61005329;2
P6952;M;35;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09917893;4.72694146;2
H6953;M;27;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0577932;4.72654718;3
Z6954;F;36;Básico;SIN INFORMACION;;;;;
R6955;M;64;Básico;UNION LIBRE;CUNDINAMARCA;GUACHETA;-73.68872617;5.3876651;
L6956;M;25;Básico;SIN INFORMACION;;;;;
M6957;M;29;Joven;SOLTERO;CUNDINAMARCA;MADRID;-74.27250951;4.73030668;2
X6958;F;21;Básico;SIN INFORMACION;;;;;
P6959;M;21;Básico;SIN INFORMACION;;;;;
H6960;M;32;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0631045;4.64370104;3
W6961;F;18;Joven;SIN INFORMACION;;;;;
R6962;M;25;Básico;SIN INFORMACION;CUNDINAMARCA;CHOACHI;-73.92145314;4.52779776;
F6963;M;21;Básico;SIN INFORMACION;;;;;
I6964;F;21;Básico;SIN INFORMACION;;;;;
D6965;F;71;Básico;SIN INFORMACION;;;;;
O6966;F;33;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.02876706;4.73614011;3
M6967;M;51;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11811413;4.6188602;3
A6968;M;19;Básico;SIN INFORMACION;;;;;
Z6969;F;27;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11649884;4.75166816;2
J6970;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10095039;4.65545015;4
K6971;M;30;Básico;SIN INFORMACION;;;;;
U6972;M;26;Medio;SIN INFORMACION;;;;;
M6973;M;27;Joven;SIN INFORMACION;;;;;
B6974;F;56;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09423669;4.67585928;3
A6975;M;35;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09014517;4.59011115;3
Y6976;M;55;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15308156;4.61046624;3
C6977;F;46;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16567761;4.63734947;2
P6978;F;37;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14799353;4.51043863;1
H6979;M;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.18798551;4.6310837;2
Z6980;F;61;Medio;SIN INFORMACION;;;;;
R6981;F;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09849283;4.70934211;3
L6982;F;49;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06920134;4.66656638;3
M6983;M;53;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05430509;4.70694942;5
X6984;F;58;Medio;SIN INFORMACION;;;;;
P6985;F;40;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0835583;4.59501757;2
H6986;M;49;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11231888;4.68141757;3
W6987;M;30;Básico;SIN INFORMACION;;;;;
R6988;F;27;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15104084;4.67002845;3
F6989;M;23;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05987651;4.71229628;3
I6990;M;38;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16233436;4.65739497;2
D6991;F;56;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12105275;4.74495397;2
O6992;M;37;Joven;SIN INFORMACION;CUNDINAMARCA;CAJICA;-74.03096967;4.91831347;2
M6993;M;37;Joven;SIN INFORMACION;;;;;
A6994;M;56;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17386941;4.63892519;2
Z6995;M;25;Básico;SIN INFORMACION;;;;;
J6996;M;48;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09991597;4.50548605;
K6997;F;32;Joven;SIN INFORMACION;;;;;
U6998;F;27;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12861223;4.70799547;2
M6999;M;27;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13489508;4.70968826;2
B7000;F;55;Medio;SOLTERO;CUNDINAMARCA;PARATEBUENO;-73.21997306;4.37824296;
A7001;M;46;Básico;SOLTERO;CUNDINAMARCA;GIRARDOT;-74.8205479;4.29938802;3
Y7002;F;32;Básico;SIN INFORMACION;;;;;
C7003;M;25;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1242641;4.56168719;2
P7004;F;41;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05313826;4.76222088;3
H7005;M;40;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06234879;4.64503914;4
Z7006;F;29;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11859395;4.68870914;
R7007;F;27;Básico;SOLTERO;;;;;
L7008;F;20;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12617895;4.60216459;3
M7009;M;44;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05037229;4.80080463;6
X7010;M;32;Básico;SOLTERO;;;;;
P7011;M;33;Joven;SIN INFORMACION;;;;;
H7012;F;32;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13780286;4.71339544;2
W7013;F;39;Medio;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08758845;4.6878653;3
R7014;M;22;Joven;SIN INFORMACION;;;;;
F7015;M;24;Joven;SIN INFORMACION;;;;;
I7016;M;23;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09200216;4.64210488;
D7017;F;29;Básico;SIN INFORMACION;;;;;
O7018;M;48;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11323292;4.68622761;3
M7019;M;28;Básico;SIN INFORMACION;;;;;
A7020;M;34;Joven;SIN INFORMACION;;;;;
Z7021;F;37;Joven;SIN INFORMACION;;;;;
J7022;F;44;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10243733;4.51600844;0
K7023;M;24;Joven;SIN INFORMACION;;;;;
U7024;F;36;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04375204;4.74723391;0
M7025;F;42;Básico;SIN INFORMACION;;;;;
B7026;F;40;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.11527166;4.49235755;1
A7027;M;27;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09030183;4.70019169;3
